Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,Season,Episode,seriesID,totalSeasons
Elevation,2024,R,26 Nov 2024,91 min,"Action, Sci-Fi, Thriller",George Nolfi,"John Glenn, Jacob Roman, Kenny Ryan","Anthony Mackie, Morena Baccarin, Maddie Hasson",A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BY2NiNDM0NWYtNzQxNi00NmY1LTg1YmYtMDE5ZmQzMGJlMGQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.6,"18,943",tt23558280,movie,N/A,"$2,321,801",N/A,N/A,True,False,/au3o84ub27qTZiMiEc9UYzN74V3.jpg,,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",https://www.elevationmovie.com,1035048,tt23558280,['US'],en,Elevation,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,30.1349,/tnfc0NJ3BzhJrGJhkkEd6MHBdq5.jpg,"[{'id': 180839, 'logo_path': '/v2A9SsZdaWpmZdXPf3I7Ajxn1Pc.png', 'name': 'Lyrical Media', 'origin_country': 'US'}, {'id': 165538, 'logo_path': None, 'name': 'Fuller Media', 'origin_country': 'US'}, {'id': 146553, 'logo_path': None, 'name': 'Inspire Entertainment', 'origin_country': 'US'}, {'id': 242398, 'logo_path': None, 'name': 'Grinder Monkey', 'origin_country': ''}, {'id': 242399, 'logo_path': None, 'name': 'John Glenn Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2024-11-07,3300000,91,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Don't go down without a fight.,Elevation,False,6.5,692,,,,
The Day After Tomorrow,2004,PG-13,28 May 2004,124 min,"Action, Adventure, Sci-Fi",Roland Emmerich,"Roland Emmerich, Jeffrey Nachmanoff","Dennis Quaid, Jake Gyllenhaal, Emmy Rossum","Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.","English, Japanese, French, Arabic",United States,Won 1 BAFTA Award6 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BOGZmNDYyNmMtNDQyNy00OTkzLTg1OGUtYWJiNmQ5Y2Q5ZGU3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.5,"494,701",tt0319262,movie,N/A,"$186,740,799",N/A,N/A,True,False,/smqQ71MIn1DSdSiQzCzCOV6rgRq.jpg,,125000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.thedayaftertomorrow.com/,435,tt0319262,['US'],en,The Day After Tomorrow,"After paleoclimatologist Jack Hall is largely ignored by UN officials when presenting his environmental concerns about the beginning of a new Ice Age, his research proves true when a superstorm develops, setting off catastrophic natural disasters throughout the world. Trying to get to his son, Sam, who is trapped in New York City with his friend Laura and others, Jack and his crew must travel to get to Sam before it's too late.",13.4814,/Wr4HeYQRvwVCxzOV5TmGE7UkXq.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 347, 'logo_path': '/1wpVtAaWLqvFJVVbyzTAf7U4JPX.png', 'name': 'Centropolis Entertainment', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 1557, 'logo_path': '/ccz9bqCu3jSFKbPFnfWmjAKZLBL.png', 'name': 'The Mark Gordon Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-05-26,552639571,123,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Where will you be?,The Day After Tomorrow,False,6.541,8314,,,,
Una Pequeña Confusion,2024,N/A,25 Dec 2024,107 min,Comedy,Ariel Winograd,Marcos Bucay,"Ana de la Reguera, Juanpa Zurita, Vico Escorcia","Two couples, Lola - Cuau and Iñigo - Majo, from different socioeconomic backgrounds, undergo artificial insemination procedures to conceive children, exploring their contrasting perspectives on parenthood.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BN2Y3YzZjZTUtMjAyZS00M2QxLTgxNGEtNmU1ODIyZDlkYTk4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,236,tt33372007,movie,N/A,N/A,N/A,N/A,True,False,/8U1xsLUtWSN8WlH0xzwYGZxHMUi.jpg,,0,"[{'id': 35, 'name': 'Comedy'}]",,1304594,tt33372007,['MX'],es,Una pequeña confusión,"Lola and Cuau, a progressive middle-class pair, and Iñigo and Majo, a young conservative, well-heeled duo, turn to artificial insemination as a last resort to have children. In a madcap twist based on actual events, a mix-up at the clinic results in each mom-to-be carrying the other one's baby.",41.7667,/ApXr9phfcvIX06tLGhxOH2kmndb.jpg,"[{'id': 7570, 'logo_path': '/gW8dfVtl1JsGIiLnvglea1OHHVr.png', 'name': 'Videocine', 'origin_country': 'MX'}, {'id': 231437, 'logo_path': None, 'name': 'No Dancing Today', 'origin_country': 'MX'}, {'id': 181497, 'logo_path': None, 'name': 'Arco Entertainment Media', 'origin_country': 'MX'}, {'id': 231443, 'logo_path': None, 'name': 'Gebo Films', 'origin_country': 'MX'}, {'id': 177843, 'logo_path': None, 'name': 'Espectro MX Films', 'origin_country': 'MX'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2024-12-25,0,107,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Una pequeña confusión,False,7.578,64,,,,
Transformers: Rise of the Beasts,2023,PG-13,09 Jun 2023,127 min,"Action, Adventure, Sci-Fi",Steven Caple Jr.,"Joby Harold, Darnell Metayer, Josh Peters","Anthony Ramos, Dominique Fishback, Luna Lauren Velez","During the '90s, a new faction of Transformers - the Maximals - join the Autobots as allies in the battle for Earth.","English, Spanish","United States, Canada, United Kingdom, New Zealand, Hungary, Peru, China",1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BZTVkZWY5MmItYjY3OS00OWY3LTg2NWEtOWE1NmQ4NGMwZGNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.0,"118,145",tt5090568,movie,N/A,"$157,341,749",N/A,N/A,True,False,/2vFuG6bWGyQUzYS9d69E5l85nIz.jpg,,195000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",https://www.paramountmovies.com/movies/transformers-rise-of-the-beasts,667538,tt5090568,['US'],en,Transformers: Rise of the Beasts,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",30.9635,/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,"[{'id': 82819, 'logo_path': '/gXfFl9pRPaoaq14jybEn1pHeldr.png', 'name': 'Skydance Media', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 435, 'logo_path': '/AjzK0s2w1GtLfR4hqCjVSYi0Sr8.png', 'name': 'di Bonaventura Pictures', 'origin_country': 'US'}, {'id': 6734, 'logo_path': '/u55FhlG6vFNzSVKLcmnFFwLb2cc.png', 'name': 'Bay Films', 'origin_country': 'US'}, {'id': 114732, 'logo_path': '/tNCbisMxO5mX2X2bOQxHHQZVYnT.png', 'name': 'New Republic Pictures', 'origin_country': 'US'}, {'id': 38831, 'logo_path': None, 'name': 'DeSanto/Murphy Productions', 'origin_country': 'US'}, {'id': 2598, 'logo_path': '/i42C5gRq7XqlG4S9vkchuJZfrBn.png', 'name': 'Hasbro', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-06-06,441381193,127,"[{'english_name': 'Quechua', 'iso_639_1': 'qu', 'name': ''}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Unite or fall.,Transformers: Rise of the Beasts,False,7.243,4881,,,,
Barbie,2023,PG-13,21 Jul 2023,114 min,"Adventure, Comedy, Fantasy",Greta Gerwig,"Greta Gerwig, Noah Baumbach","Margot Robbie, Ryan Gosling, Issa Rae","Barbie and Ken are having the time of their lives in the seemingly perfect world of Barbie Land. However, when they get a chance to go to the outside world, they soon discover the joys and perils of living among regular humans.","English, Spanish","United States, United Kingdom",Won 1 Oscar. 208 wins & 437 nominations total,https://m.media-amazon.com/images/M/MV5BYjI3NDU0ZGYtYjA2YS00Y2RlLTgwZDAtYTE2YTM5ZjE1M2JlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,6.8,"596,493",tt1517268,movie,N/A,"$636,238,421",N/A,N/A,True,False,/mbYTRO33LJAgpCMrIn9ibiWHbMH.jpg,,145000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",https://www.barbie-themovie.com,346698,tt1517268,['US'],en,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",28.8037,/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,"[{'id': 82968, 'logo_path': '/gRROMOG5bpF6TIDMbfaa5gnFFzl.png', 'name': 'LuckyChap Entertainment', 'origin_country': 'US'}, {'id': 437, 'logo_path': '/nu20mtwbEIhUNnQ5NXVhHsNknZj.png', 'name': 'Heyday Films', 'origin_country': 'GB'}, {'id': 181486, 'logo_path': None, 'name': 'NB/GG Pictures', 'origin_country': 'US'}, {'id': 6220, 'logo_path': '/cAj69EL1zSXmZH6STbMGZrunyMD.png', 'name': 'Mattel', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-07-19,1445638421,114,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,She's everything. He's just Ken.,Barbie,False,6.975,9826,,,,
The King of Kings,2025,N/A,N/A,N/A,Animation,Seong-ho Jang,"Rob Edwards, Seong-ho Jang",Roman Griffin Davis,The story of our Lord Jesus Christ as told by Charles Dickens and seen through the innocent eyes of a child.,N/A,Korea,N/A,https://m.media-amazon.com/images/M/MV5BNmRjZThlMWYtNWM4Yi00ZGExLTg2MjMtMGQ5OWI2MWVkOGQ1XkEyXkFqcGdeQXVyODQ2NTQxMzQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7967302,movie,N/A,N/A,N/A,N/A,True,False,/gN0eu6s2qIzsHgznnsgMIfbPw3u.jpg,,15000000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",https://www.angel.com/tickets/king-of-kings,1181107,tt7967302,['KR'],en,The King of Kings,"Charles Dickens tells his young son Walter the greatest story ever told, and what begins as a bedtime tale becomes a life-changing journey. Through vivid imagination, the boy walks alongside Jesus, witnessing His miracles, facing His trials, and understanding His ultimate sacrifice.",27.725,/ccw7CCIAvcZV431CP7NhHAHuiHR.jpg,"[{'id': 101045, 'logo_path': '/zS0ickpMVfdgBsKqwxwrEmpajbt.png', 'name': 'MOFAC', 'origin_country': 'KR'}, {'id': 247807, 'logo_path': '/j39Tm15NC6vwIZzyUR9y42I4y2B.png', 'name': 'GIANTSTEP', 'origin_country': 'KR'}, {'id': 247808, 'logo_path': '/fw3oydqYP6BlzqqHEjBeaXgYso.png', 'name': 'Blue Harbor Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-04-07,48797286,104,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A father's greatest joy is raising his son.,The King of Kings,False,7.7,15,,,,
The Ten Commandments,1956,G,05 Oct 1956,220 min,"Adventure, Drama, Family",Cecil B. DeMille,"Dorothy Clarke Wilson, J.H. Ingraham, A.E. Southon","Charlton Heston, Yul Brynner, Anne Baxter","Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",English,United States,Won 1 Oscar. 13 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMDRiZmNjZDAtN2I0Ny00YjIyLTk3NTUtODUyYTJlMTJhY2U0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}]",N/A,7.9,"79,995",tt0049833,movie,N/A,"$65,500,000",N/A,N/A,True,False,/3e3dVaVrla2GH6CWKbNRjTvk3s8.jpg,,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,6844,tt0049833,['US'],en,The Ten Commandments,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",18.4378,/3Ei59AR64x6dMZfWobPCkZjbqTL.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 12275, 'logo_path': None, 'name': 'Motion Picture Associates', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1956-10-05,122700000,220,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest event in motion picture history!,The Ten Commandments,False,7.773,1693,,,,
Coraline,2009,PG,06 Feb 2009,100 min,"Animation, Drama, Family",Henry Selick,"Henry Selick, Neil Gaiman","Dakota Fanning, Teri Hatcher, John Hodgman","Wandering her rambling old house in her boring new town, a young girl discovers a hidden door to a strangely idealized version of her life that seems too good to be true.","English, Russian",United States,Nominated for 1 Oscar. 8 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.8,"281,175",tt0327597,movie,N/A,"$116,896,576",N/A,N/A,True,False,/91BAmpop4AJ5Pf7E0zuQiHdSV4Q.jpg,,60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",http://coraline.com/,14836,tt0327597,['US'],en,Coraline,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",25.4781,/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,"[{'id': 11537, 'logo_path': '/AgCkAk8EpUG9fTmK6mWcaJA2Zwh.png', 'name': 'Laika', 'origin_country': 'US'}, {'id': 8915, 'logo_path': None, 'name': 'Pandemonium', 'origin_country': 'US'}, {'id': 155450, 'logo_path': '/5QNMsdZzvW3BD9HHxnB8VRRj4Bq.png', 'name': 'Pandemonium', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-02-05,185860104,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Be careful what you wish for.,Coraline,False,7.891,8351,,,,
Terminator Salvation,2009,PG-13,21 May 2009,115 min,"Action, Adventure, Sci-Fi",McG,"John Brancato, Michael Ferris","Christian Bale, Sam Worthington, Anton Yelchin","As the machines prepare for a final attack, John Connor and a mysterious stranger delve into the heart of Skynet and uncover a terrible secret involving the annihilation of mankind.","English, Italian",United States,2 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMWY1OWQ4ZWQtYzZkOS00ZTU0LWE3MDItOTg3YzdmODRkMDVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.5,"384,451",tt0438488,movie,N/A,"$125,322,469",N/A,N/A,True,False,/m9yHpYz4GcEtmHJW4rvQIrF891h.jpg,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/kpZxdNsAV7qTdTLwKM5NLqa7GEo.jpg', 'backdrop_path': '/jz9usvWv5DrQGtjauEU4KSzgb8M.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",https://www.warnerbros.com/terminator-salvation,534,tt0438488,['US'],en,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",14.4883,/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,"[{'id': 4021, 'logo_path': '/xSgwmjXQfVWRRLPRDvbFnnNqlbC.png', 'name': 'The Halcyon Company', 'origin_country': 'US'}, {'id': 212486, 'logo_path': None, 'name': 'Moritz Borman Productions', 'origin_country': 'US'}, {'id': 4022, 'logo_path': '/q6Xts6ztGkTHrY1WfHttlhL3Pfc.png', 'name': 'Wonderland Sound and Vision', 'origin_country': 'US'}, {'id': 2723, 'logo_path': '/rB0dyszYRRR3SAG1tfNRzXoYDYq.png', 'name': 'Lin Pictures', 'origin_country': 'US'}, {'id': 181992, 'logo_path': None, 'name': 'Mandate International', 'origin_country': 'US'}, {'id': 220966, 'logo_path': None, 'name': 'T Asset Acquisition Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-05-20,371353001,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The end begins.,Terminator Salvation,False,6.059,6594,,,,
The Third Man,1949,Approved,01 Feb 1950,93 min,"Drama, Film-Noir, Mystery",Carol Reed,"Graham Greene, Orson Welles, Alexander Korda","Orson Welles, Joseph Cotten, Alida Valli","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","English, German, Russian, French","United Kingdom, United States",Won 1 Oscar. 5 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNTAwZjAwZDUtNDc1Yi00OGY3LTgzMjktYjIyMjQzOWE3MmVhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",97,8.1,"187,102",tt0041959,movie,N/A,"$1,067,364",N/A,N/A,True,False,/l2iY1AgqQ8dEa3FtWkN5TQ5aVbU.jpg,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,1092,tt0041959,['GB'],en,The Third Man,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",69.0686,/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg,"[{'id': 659, 'logo_path': None, 'name': 'London Films Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1949-08-31,1226098,105,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Hunted by men ... Sought by WOMEN!,The Third Man,False,7.9,1934,,,,
Henry Danger: The Movie,2025,TV-PG,17 Jan 2025,86 min,"Action, Adventure, Comedy",Joe Menendez,"Christopher J. Nowak, Jake Farrow, Dan Schneider","Jace Norman, Sean Ryan Fox, Ella Anderson",A theatrical film based on the Nickelodeon Show 'Henry Danger.',English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDg3ZjBjZmQtMmVlZC00MTJiLThjNDItZjJhMGFlYmYzZmM4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,"1,884",tt7787524,movie,N/A,N/A,N/A,N/A,True,False,/cOkgL3jfyHtU5Lfuo4pelYNgfO6.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",,926670,tt7787524,['US'],en,Henry Danger: The Movie,"Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever.",28.8127,/dFWj2rOGsqSIX1PHFghbCBgpMnk.jpg,"[{'id': 250545, 'logo_path': None, 'name': 'Yes, Yes Coffee.', 'origin_country': 'US'}, {'id': 5371, 'logo_path': '/2GFJ3jJ7dhjqcOGj41aTwd3OhQT.png', 'name': 'Nickelodeon Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-01-17,0,86,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Danger... Like you've never seen before.,Henry Danger: The Movie,False,7.785,200,,,,
