Title,Year,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Genre
The King's Daughter,2022,"$1,758,963",40.5,2.2965,"Firstep,Brookwell-McNamara Entertainment,Kylin Pictures,Bliss Media,Lightstream Entertainment,Ingenious Media,Gravitas Ventures,Fame Universal Entertainment,Interface Productions,Lionsgate",2.2,94,52.0,20.0,31.0, Family
C'mon C'mon,2021,"$1,863,674",8.3,4.7139,"A24,Be Funny When You Can",4.3,109,74.0,,82.0,Drama
Piggy,2022,"$50,966",2.4,3.7881,"Morena Films,Backup Media,Cerdita AIE",0.543064,99,62.0,91.0,72.0,Drama
Piggy,2022,"$50,966",2.4,3.7881,"Morena Films,Backup Media,Cerdita AIE",0.543064,99,62.0,91.0,72.0, Horror
Piggy,2022,"$50,966",2.4,3.7881,"Morena Films,Backup Media,Cerdita AIE",0.543064,99,62.0,91.0,72.0, Thriller
Eiffel,2021,"$444,814",26.0,2.3985,"Pathé,VVZ Production,Constantin Film,SCOPE Pictures,M6 Films,M6,Canal+",13.0,108,62.0,48.0,52.0,Biography
Eiffel,2021,"$444,814",26.0,2.3985,"Pathé,VVZ Production,Constantin Film,SCOPE Pictures,M6 Films,M6,Canal+",13.0,108,62.0,48.0,52.0, Drama
Eiffel,2021,"$444,814",26.0,2.3985,"Pathé,VVZ Production,Constantin Film,SCOPE Pictures,M6 Films,M6,Canal+",13.0,108,62.0,48.0,52.0, History
Brian and Charles,2022,"$430,635",1.2,2.3491,"Bankside Films,BFI,Film4 Productions,Great Point Media",0.21622,91,67.0,84.0,66.0,Comedy
Brian and Charles,2022,"$430,635",1.2,2.3491,"Bankside Films,BFI,Film4 Productions,Great Point Media",0.21622,91,67.0,84.0,66.0, Drama
Brian and Charles,2022,"$430,635",1.2,2.3491,"Bankside Films,BFI,Film4 Productions,Great Point Media",0.21622,91,67.0,84.0,66.0, Sci-Fi
Summer Camp,2024,"$2,403,638",10.0,1.6506,"Saks Picture Company,Project Infinity,Taylor & Dodge",2.402245,96,44.0,8.0,41.0,Comedy
Limonov: The Ballad of Eddie,2024,,10.5,27.0427,"Wildside,Fremantle España,Chapter 2,France 3 Cinéma,Hype Studios,Pathé",377.523,133,60.0,65.0,,Biography
Limonov: The Ballad of Eddie,2024,,10.5,27.0427,"Wildside,Fremantle España,Chapter 2,France 3 Cinéma,Hype Studios,Pathé",377.523,133,60.0,65.0,, Drama
Limonov: The Ballad of Eddie,2024,,10.5,27.0427,"Wildside,Fremantle España,Chapter 2,France 3 Cinéma,Hype Studios,Pathé",377.523,133,60.0,65.0,, History
The Peasants,2023,"$155,188",7.475,4.6712,"Breakthru Films,ArtShot,DigitalKraft,Canal+,Narodowe Centrum Kultury,Mazowiecki Instytut Kultury,SKP Ślusarek Kubiak Pieczyk",10.064347,115,76.0,61.0,,Animation
The Peasants,2023,"$155,188",7.475,4.6712,"Breakthru Films,ArtShot,DigitalKraft,Canal+,Narodowe Centrum Kultury,Mazowiecki Instytut Kultury,SKP Ślusarek Kubiak Pieczyk",10.064347,115,76.0,61.0,, Drama
The Peasants,2023,"$155,188",7.475,4.6712,"Breakthru Films,ArtShot,DigitalKraft,Canal+,Narodowe Centrum Kultury,Mazowiecki Instytut Kultury,SKP Ślusarek Kubiak Pieczyk",10.064347,115,76.0,61.0,, History
Clifford the Big Red Dog,2021,"$48,947,356",64.0,10.3097,"Paramount Pictures,Entertainment One,New Republic Pictures,Scholastic Entertainment,Kerner Entertainment Company",107.347356,97,59.0,58.0,55.0,Adventure
Clifford the Big Red Dog,2021,"$48,947,356",64.0,10.3097,"Paramount Pictures,Entertainment One,New Republic Pictures,Scholastic Entertainment,Kerner Entertainment Company",107.347356,97,59.0,58.0,55.0, Comedy
Clifford the Big Red Dog,2021,"$48,947,356",64.0,10.3097,"Paramount Pictures,Entertainment One,New Republic Pictures,Scholastic Entertainment,Kerner Entertainment Company",107.347356,97,59.0,58.0,55.0, Family
Chevalier,2022,"$3,541,159",35.0,3.9852,"Searchlight Pictures,Element Pictures,TSG Entertainment",4.2,104,65.0,76.0,67.0,Biography
Chevalier,2022,"$3,541,159",35.0,3.9852,"Searchlight Pictures,Element Pictures,TSG Entertainment",4.2,104,65.0,76.0,67.0, Drama
Chevalier,2022,"$3,541,159",35.0,3.9852,"Searchlight Pictures,Element Pictures,TSG Entertainment",4.2,104,65.0,76.0,67.0, History
Hatching,2022,"$182,925",3.896,3.0511,"Silva Mysterium,uMedia,Film i Väst,HOBAB,Evil Doghouse Productions",0.508,91,62.0,92.0,75.0,Drama
Hatching,2022,"$182,925",3.896,3.0511,"Silva Mysterium,uMedia,Film i Väst,HOBAB,Evil Doghouse Productions",0.508,91,62.0,92.0,75.0, Fantasy
Hatching,2022,"$182,925",3.896,3.0511,"Silva Mysterium,uMedia,Film i Väst,HOBAB,Evil Doghouse Productions",0.508,91,62.0,92.0,75.0, Horror
Journey to Bethlehem,2023,"$6,820,796",6.0,1.6831,"Affirm Films,SPACE + ART Entertainment,Monarch Media,Night Light",7.77833,99,64.0,74.0,,Adventure
Journey to Bethlehem,2023,"$6,820,796",6.0,1.6831,"Affirm Films,SPACE + ART Entertainment,Monarch Media,Night Light",7.77833,99,64.0,74.0,, Family
Journey to Bethlehem,2023,"$6,820,796",6.0,1.6831,"Affirm Films,SPACE + ART Entertainment,Monarch Media,Night Light",7.77833,99,64.0,74.0,, Musical
Chernobyl: Abyss,2021,,9.1,6.2549,"Non-Stop Productions,DK Entertainment,Central Partnership,KIT Film Studio,Kinoprime Foundation",6.459306,136,52.0,,,Drama
Chernobyl: Abyss,2021,,9.1,6.2549,"Non-Stop Productions,DK Entertainment,Central Partnership,KIT Film Studio,Kinoprime Foundation",6.459306,136,52.0,,, History
The Empire,2024,,8.789,2.0026,"Tessalit Productions,Red Balloon Film,Ascent Film,Novak Prod,Rosa Filmes,Furyo Films",1.293747,110,52.0,57.0,,Adventure
The Empire,2024,,8.789,2.0026,"Tessalit Productions,Red Balloon Film,Ascent Film,Novak Prod,Rosa Filmes,Furyo Films",1.293747,110,52.0,57.0,, Comedy
The Empire,2024,,8.789,2.0026,"Tessalit Productions,Red Balloon Film,Ascent Film,Novak Prod,Rosa Filmes,Furyo Films",1.293747,110,52.0,57.0,, Drama
Theater Camp,2023,"$4,009,945",5.0,6.4317,"Gloria Sanchez Productions,Topic Studios,Picturestart",4.4,93,69.0,86.0,70.0,Comedy
Lansky,2021,"$61,030",5.0,3.6653,"Above the Clouds Media Group,CaliWood Pictures,120dB Films,Carte Blanche,LB Entertainment,Lucky 13 Productions,Voltage Pictures",0.136579,119,62.0,64.0,45.0,Biography
Lansky,2021,"$61,030",5.0,3.6653,"Above the Clouds Media Group,CaliWood Pictures,120dB Films,Carte Blanche,LB Entertainment,Lucky 13 Productions,Voltage Pictures",0.136579,119,62.0,64.0,45.0, Crime
Lansky,2021,"$61,030",5.0,3.6653,"Above the Clouds Media Group,CaliWood Pictures,120dB Films,Carte Blanche,LB Entertainment,Lucky 13 Productions,Voltage Pictures",0.136579,119,62.0,64.0,45.0, Drama
The Courier,2024,,5.4,4.1034,"Vaca Films,La Compagnie Cinématographique,Playtime,Canal+,Instituto de la Cinematografía y de las Artes Audiovisuales,Movistar+,Universal Pictures,Panache Productions,TVE",1.751343,102,60.0,,,Action
The Courier,2024,,5.4,4.1034,"Vaca Films,La Compagnie Cinématographique,Playtime,Canal+,Instituto de la Cinematografía y de las Artes Audiovisuales,Movistar+,Universal Pictures,Panache Productions,TVE",1.751343,102,60.0,,, Adventure
The Courier,2024,,5.4,4.1034,"Vaca Films,La Compagnie Cinématographique,Playtime,Canal+,Instituto de la Cinematografía y de las Artes Audiovisuales,Movistar+,Universal Pictures,Panache Productions,TVE",1.751343,102,60.0,,, Crime
Master Gardener,2022,"$667,114",4.1,3.3111,"Kojo Studios,Ottocento Films,Flickstar,Northern Lights",1.506008,111,61.0,71.0,63.0,Drama
Master Gardener,2022,"$667,114",4.1,3.3111,"Kojo Studios,Ottocento Films,Flickstar,Northern Lights",1.506008,111,61.0,71.0,63.0, Mystery
Master Gardener,2022,"$667,114",4.1,3.3111,"Kojo Studios,Ottocento Films,Flickstar,Northern Lights",1.506008,111,61.0,71.0,63.0, Thriller
The Beasts,2022,"$46,105",3.9,3.0194,"Le Pacte,Arcadia Motion Pictures,Caballo Films,Cronos Entertainment AIE",10.238603,138,75.0,99.0,87.0,Drama
The Beasts,2022,"$46,105",3.9,3.0194,"Le Pacte,Arcadia Motion Pictures,Caballo Films,Cronos Entertainment AIE",10.238603,138,75.0,99.0,87.0, Thriller
Cyrano,2021,"$3,873,124",20.0,5.2147,"Metro-Goldwyn-Mayer,Working Title Films,Bron Studios,Creative Wealth Media Finance",3.0,122,64.0,85.0,66.0,Drama
Cyrano,2021,"$3,873,124",20.0,5.2147,"Metro-Goldwyn-Mayer,Working Title Films,Bron Studios,Creative Wealth Media Finance",3.0,122,64.0,85.0,66.0, Musical
Cyrano,2021,"$3,873,124",20.0,5.2147,"Metro-Goldwyn-Mayer,Working Title Films,Bron Studios,Creative Wealth Media Finance",3.0,122,64.0,85.0,66.0, Romance
Escape from Germany,2024,"$2,616,475",1.0,3.7146,,2.601719,97,53.0,,,Drama
Escape from Germany,2024,"$2,616,475",1.0,3.7146,,2.601719,97,53.0,,, History
Escape from Germany,2024,"$2,616,475",1.0,3.7146,,2.601719,97,53.0,,, War
Singham Again,2024,"$2,190,000",41.1,3.6673,"Rohit Shetty Productionz,Jio Studios,Ajay Devgn FFilms,Cinergy,Reliance Entertainment",43.8,145,49.0,33.0,,Action
Singham Again,2024,"$2,190,000",41.1,3.6673,"Rohit Shetty Productionz,Jio Studios,Ajay Devgn FFilms,Cinergy,Reliance Entertainment",43.8,145,49.0,33.0,, Drama
The Blind,2023,"$17,265,487",30.0,3.9354,"Tread Lively,GND Media Group,Stacey Films",17.265487,110,61.0,,,Drama
Cat Person,2023,"$55,548",12.0,5.7566,"StudioCanal,The New Yorker Studios,Echelon Productions,30WEST,Imperative Entertainment",0.282,118,60.0,46.0,48.0,Comedy
Cat Person,2023,"$55,548",12.0,5.7566,"StudioCanal,The New Yorker Studios,Echelon Productions,30WEST,Imperative Entertainment",0.282,118,60.0,46.0,48.0, Drama
Cat Person,2023,"$55,548",12.0,5.7566,"StudioCanal,The New Yorker Studios,Echelon Productions,30WEST,Imperative Entertainment",0.282,118,60.0,46.0,48.0, Thriller
"Argentina, 1985",2022,,20.0,3.9311,"La Unión de los Ríos,Kenya Films,Infinity Hill,Wanka Cine,Infinity Hill",58.424,141,76.0,96.0,78.0,Biography
"Argentina, 1985",2022,,20.0,3.9311,"La Unión de los Ríos,Kenya Films,Infinity Hill,Wanka Cine,Infinity Hill",58.424,141,76.0,96.0,78.0, Crime
"Argentina, 1985",2022,,20.0,3.9311,"La Unión de los Ríos,Kenya Films,Infinity Hill,Wanka Cine,Infinity Hill",58.424,141,76.0,96.0,78.0, Drama
Jawan,2023,"$15,198,530",36.15,7.763,Red Chillies Entertainment,136.698671,169,69.0,,,Action
Jawan,2023,"$15,198,530",36.15,7.763,Red Chillies Entertainment,136.698671,169,69.0,,, Crime
Jawan,2023,"$15,198,530",36.15,7.763,Red Chillies Entertainment,136.698671,169,69.0,,, Drama
I Used to Be Funny,2023,"$171,756",2.0,4.843,"Barn 12,Crave",0.160499,106,64.0,83.0,74.0,Comedy
I Used to Be Funny,2023,"$171,756",2.0,4.843,"Barn 12,Crave",0.160499,106,64.0,83.0,74.0, Drama
Evangelion: 3.0+1.01 Thrice Upon a Time,2021,"$810,744",29.7,3.7459,khara,93.882453,155,80.0,100.0,85.0,Animation
Evangelion: 3.0+1.01 Thrice Upon a Time,2021,"$810,744",29.7,3.7459,khara,93.882453,155,80.0,100.0,85.0, Action
Evangelion: 3.0+1.01 Thrice Upon a Time,2021,"$810,744",29.7,3.7459,khara,93.882453,155,80.0,100.0,85.0, Drama
Gold,2022,"$100,197",6.5,3.3843,"Deeper Water,Rogue Star Productions,Screen Australia,Stan,South Australian Film Corporation",0.176048,97,54.0,65.0,48.0,Action
Gold,2022,"$100,197",6.5,3.3843,"Deeper Water,Rogue Star Productions,Screen Australia,Stan,South Australian Film Corporation",0.176048,97,54.0,65.0,48.0, Adventure
Gold,2022,"$100,197",6.5,3.3843,"Deeper Water,Rogue Star Productions,Screen Australia,Stan,South Australian Film Corporation",0.176048,97,54.0,65.0,48.0, Thriller
Taylor Swift: The Eras Tour,2023,"$180,756,269",15.0,3.0194,"Taylor Swift Productions,Silent House Productions",261.656269,169,80.0,,82.0,Documentary
Taylor Swift: The Eras Tour,2023,"$180,756,269",15.0,3.0194,"Taylor Swift Productions,Silent House Productions",261.656269,169,80.0,,82.0, Music
Taylor Swift: The Eras Tour,2023,"$180,756,269",15.0,3.0194,"Taylor Swift Productions,Silent House Productions",261.656269,169,80.0,,82.0, Musical
Khel Khel Mein,2024,,11.76,1.9037,"T-Series,Wakaoo Films,KKM Film Ltd. Production",6.68,135,66.0,78.0,,Comedy
Khel Khel Mein,2024,,11.76,1.9037,"T-Series,Wakaoo Films,KKM Film Ltd. Production",6.68,135,66.0,78.0,, Drama
Panda Plan,2024,"$40,110",25.0,38.4534,"Emei Film Studio,Mandarin Motion Pictures,Maoyan Entertainment,Wishart Media",42.23817,99,51.0,43.0,,Action
Panda Plan,2024,"$40,110",25.0,38.4534,"Emei Film Studio,Mandarin Motion Pictures,Maoyan Entertainment,Wishart Media",42.23817,99,51.0,43.0,, Comedy
Panda Plan,2024,"$40,110",25.0,38.4534,"Emei Film Studio,Mandarin Motion Pictures,Maoyan Entertainment,Wishart Media",42.23817,99,51.0,43.0,, Family
Armageddon Time,2022,"$1,872,625",15.0,5.9407,"RT Features,Spacemaker Productions,Keep Your Head Productions,MadRiver Pictures,Focus Features",6.524886,114,65.0,76.0,74.0,Drama
Devara Part 1,2024,"$5,600,000",31.764,35.7532,"N. T. R. Arts,Yuvasudha Arts",49.52,175,61.0,33.0,,Action
Devara Part 1,2024,"$5,600,000",31.764,35.7532,"N. T. R. Arts,Yuvasudha Arts",49.52,175,61.0,33.0,, Drama
Devara Part 1,2024,"$5,600,000",31.764,35.7532,"N. T. R. Arts,Yuvasudha Arts",49.52,175,61.0,33.0,, Thriller
Space Sweepers,2021,,21.0,4.622,"Bidangil Pictures,Merry Christmas",0.024571,136,65.0,70.0,64.0,Action
Space Sweepers,2021,,21.0,4.622,"Bidangil Pictures,Merry Christmas",0.024571,136,65.0,70.0,64.0, Adventure
Space Sweepers,2021,,21.0,4.622,"Bidangil Pictures,Merry Christmas",0.024571,136,65.0,70.0,64.0, Drama
Annette,2021,,15.5,1.6209,"Eurospace,Detailfilm,ARTE France Cinéma,CG Cinéma,Garidi Films,Théo Films,Tribus P Films,UGC,SCOPE Pictures,Wrong Men,Piano",3.7,140,63.0,72.0,67.0,Drama
Annette,2021,,15.5,1.6209,"Eurospace,Detailfilm,ARTE France Cinéma,CG Cinéma,Garidi Films,Théo Films,Tribus P Films,UGC,SCOPE Pictures,Wrong Men,Piano",3.7,140,63.0,72.0,67.0, Music
Annette,2021,,15.5,1.6209,"Eurospace,Detailfilm,ARTE France Cinéma,CG Cinéma,Garidi Films,Théo Films,Tribus P Films,UGC,SCOPE Pictures,Wrong Men,Piano",3.7,140,63.0,72.0,67.0, Musical
The Arctic Convoy,2023,"$2,869",6.6,2.7728,Fantefilm,3.63794,109,65.0,100.0,,Action
The Arctic Convoy,2023,"$2,869",6.6,2.7728,Fantefilm,3.63794,109,65.0,100.0,, Drama
The Arctic Convoy,2023,"$2,869",6.6,2.7728,Fantefilm,3.63794,109,65.0,100.0,, History
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,2024,"$17,657,658",0.2,9.8574,"ufotable,Aniplex,Shueisha",44.354825,103,71.0,,61.0,Animation
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,2024,"$17,657,658",0.2,9.8574,"ufotable,Aniplex,Shueisha",44.354825,103,71.0,,61.0, Action
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,2024,"$17,657,658",0.2,9.8574,"ufotable,Aniplex,Shueisha",44.354825,103,71.0,,61.0, Adventure
I.S.S.,2023,"$6,573,799",13.8,4.6054,LD Entertainment,6.605079,96,53.0,61.0,53.0,Sci-Fi
I.S.S.,2023,"$6,573,799",13.8,4.6054,LD Entertainment,6.605079,96,53.0,61.0,53.0, Thriller
Drishyam 2,2022,,7.2,2.6726,"Viacom18 Studios,Panorama Studios,T-Series,Aashirvad Cinemas,Reflection Pictures Studio",41.0,140,82.0,70.0,,Crime
Drishyam 2,2022,,7.2,2.6726,"Viacom18 Studios,Panorama Studios,T-Series,Aashirvad Cinemas,Reflection Pictures Studio",41.0,140,82.0,70.0,, Drama
Drishyam 2,2022,,7.2,2.6726,"Viacom18 Studios,Panorama Studios,T-Series,Aashirvad Cinemas,Reflection Pictures Studio",41.0,140,82.0,70.0,, Mystery
A Journal for Jordan,2021,"$6,545,174",25.0,5.7334,"Outlier Society,Escape Artists,Bron Studios,Columbia Pictures,Creative Wealth Media Finance,Mundy Lane Entertainment",6.7,131,60.0,39.0,42.0,Drama
A Journal for Jordan,2021,"$6,545,174",25.0,5.7334,"Outlier Society,Escape Artists,Bron Studios,Columbia Pictures,Creative Wealth Media Finance,Mundy Lane Entertainment",6.7,131,60.0,39.0,42.0, Romance
A Journal for Jordan,2021,"$6,545,174",25.0,5.7334,"Outlier Society,Escape Artists,Bron Studios,Columbia Pictures,Creative Wealth Media Finance,Mundy Lane Entertainment",6.7,131,60.0,39.0,42.0, War
Sita Ramam,2022,,3.4,3.9357,"Vyjayanthi Movies,Swapna Cinema",11.8,158,85.0,86.0,,Action
Sita Ramam,2022,,3.4,3.9357,"Vyjayanthi Movies,Swapna Cinema",11.8,158,85.0,86.0,, Drama
Sita Ramam,2022,,3.4,3.9357,"Vyjayanthi Movies,Swapna Cinema",11.8,158,85.0,86.0,, Mystery
Respect,2021,"$24,278,399",55.0,6.668,"Metro-Goldwyn-Mayer,Bron Studios,One Community,Chislehurst Entertainment,Harvey Mason Media,Glickmania",31.217372,145,66.0,68.0,61.0,Biography
Respect,2021,"$24,278,399",55.0,6.668,"Metro-Goldwyn-Mayer,Bron Studios,One Community,Chislehurst Entertainment,Harvey Mason Media,Glickmania",31.217372,145,66.0,68.0,61.0, Drama
Respect,2021,"$24,278,399",55.0,6.668,"Metro-Goldwyn-Mayer,Bron Studios,One Community,Chislehurst Entertainment,Harvey Mason Media,Glickmania",31.217372,145,66.0,68.0,61.0, Music
Grand Theft Hamlet,2024,,0.2,2.708,"Grasp The Nettle Films,Project 1961,Park Pictures Features,Spark Features,Hazel Pictures",0.211734,91,,93.0,,Documentary
Project Silence,2023,,14.75,12.3167,"Blaad Studios,CJ ENM,CJ ENM Studios",6.283415,96,54.0,,,Action
Project Silence,2023,,14.75,12.3167,"Blaad Studios,CJ ENM,CJ ENM Studios",6.283415,96,54.0,,, Horror
Project Silence,2023,,14.75,12.3167,"Blaad Studios,CJ ENM,CJ ENM Studios",6.283415,96,54.0,,, Sci-Fi
What Happens Later,2023,"$3,273,895",3.0,2.71,"Ten Acre Films,Rockhill Studios,Das Films,Prowess Pictures",3.370345,104,48.0,51.0,59.0,Comedy
What Happens Later,2023,"$3,273,895",3.0,2.71,"Ten Acre Films,Rockhill Studios,Das Films,Prowess Pictures",3.370345,104,48.0,51.0,59.0, Romance
Problemista,2023,"$2,503,154",12.0,3.9298,"A24,Fruit Tree",2.503154,104,68.0,86.0,68.0,Comedy
Treasure,2024,"$541,578",2.0,1.8383,"Seven Elephants,Good Thing Going,Haïku Films,FilmNation Entertainment,Lava Films,Alamode Filmproduktion,Magic Media,Kings & Queens Filmproduktion,ARTE,Creative Europe Media,Haut et Court",0.583631,111,62.0,42.0,,Comedy
Treasure,2024,"$541,578",2.0,1.8383,"Seven Elephants,Good Thing Going,Haïku Films,FilmNation Entertainment,Lava Films,Alamode Filmproduktion,Magic Media,Kings & Queens Filmproduktion,ARTE,Creative Europe Media,Haut et Court",0.583631,111,62.0,42.0,, Drama
Vettaiyan,2024,,35.5,2.2496,Lyca Productions,30.745762,161,71.0,,,Action
Vettaiyan,2024,,35.5,2.2496,Lyca Productions,30.745762,161,71.0,,, Crime
Vettaiyan,2024,,35.5,2.2496,Lyca Productions,30.745762,161,71.0,,, Drama
The Bob's Burgers Movie,2022,"$31,933,830",38.0,5.6078,"20th Century Studios,Bento Box Entertainment",34.14875,101,70.0,87.0,75.0,Animation
The Bob's Burgers Movie,2022,"$31,933,830",38.0,5.6078,"20th Century Studios,Bento Box Entertainment",34.14875,101,70.0,87.0,75.0, Adventure
The Bob's Burgers Movie,2022,"$31,933,830",38.0,5.6078,"20th Century Studios,Bento Box Entertainment",34.14875,101,70.0,87.0,75.0, Comedy
Just the Two of Us,2023,"$3,506",6.3,1.4655,"Rectangle Productions,France 2 Cinéma,Les Films de Françoise,Canal+,Ciné+,France Télévisions,Région Normandie,Indéfilms 11,La Banque Postale Image 16,Diaphana Films,Sacem,SofiTVCiné 10",5.099005,105,66.0,75.0,,Drama
Just the Two of Us,2023,"$3,506",6.3,1.4655,"Rectangle Productions,France 2 Cinéma,Les Films de Françoise,Canal+,Ciné+,France Télévisions,Région Normandie,Indéfilms 11,La Banque Postale Image 16,Diaphana Films,Sacem,SofiTVCiné 10",5.099005,105,66.0,75.0,, Thriller
Spy x Family Code: White,2023,"$8,110,042",5.0,6.7381,"WIT STUDIO,CloverWorks,TOHO,Shueisha,TV Tokyo,Shogakukan-Shueisha Productions",59.629242,110,73.0,94.0,68.0,Animation
Spy x Family Code: White,2023,"$8,110,042",5.0,6.7381,"WIT STUDIO,CloverWorks,TOHO,Shueisha,TV Tokyo,Shogakukan-Shueisha Productions",59.629242,110,73.0,94.0,68.0, Action
Spy x Family Code: White,2023,"$8,110,042",5.0,6.7381,"WIT STUDIO,CloverWorks,TOHO,Shueisha,TV Tokyo,Shogakukan-Shueisha Productions",59.629242,110,73.0,94.0,68.0, Comedy
GHOST: Rite Here Rite Now,2024,"$2,647,702",1.5,0.6698,"Trafalgar Releasing,Fortress Entertainment Group,Popecorn Cinematic Pictures,Loma Vista Productions",4.772954,144,86.0,,,Music
Jackass Forever,2022,"$57,743,451",10.0,6.9199,"Paramount Pictures,MTV Entertainment Studios,Dickhouse Productions",80.340218,96,68.0,86.0,74.0,Documentary
Jackass Forever,2022,"$57,743,451",10.0,6.9199,"Paramount Pictures,MTV Entertainment Studios,Dickhouse Productions",80.340218,96,68.0,86.0,74.0, Action
Jackass Forever,2022,"$57,743,451",10.0,6.9199,"Paramount Pictures,MTV Entertainment Studios,Dickhouse Productions",80.340218,96,68.0,86.0,74.0, Comedy
Jesus,2024,"$417,578",4.8,0.6085,"Deaf Missions,Gum Visions,Nu Boyana Film Studios",0.417578,147,,,,Drama
Corsage,2022,"$705,767",7.5806,1.6826,"Film AG,Kazak Productions,Komplizen Film,Samsa Film,ZDF/Arte",3.092534,114,65.0,86.0,76.0,Biography
Corsage,2022,"$705,767",7.5806,1.6826,"Film AG,Kazak Productions,Komplizen Film,Samsa Film,ZDF/Arte",3.092534,114,65.0,86.0,76.0, Drama
Corsage,2022,"$705,767",7.5806,1.6826,"Film AG,Kazak Productions,Komplizen Film,Samsa Film,ZDF/Arte",3.092534,114,65.0,86.0,76.0, History
Mayhem!,2023,"$8,510",4.92,6.6309,"France 2 Cinéma,Same Player,The Ink Connection,Two suns production",1.5,99,63.0,81.0,55.0,Action
Mayhem!,2023,"$8,510",4.92,6.6309,"France 2 Cinéma,Same Player,The Ink Connection,Two suns production",1.5,99,63.0,81.0,55.0, Thriller
